sale_id,product_id,date,quantity_sold,store_id,source_sales_amount,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,supplier_name,lead_time_supplier,net_unit_price,revenue,estimated_unit_cost,gross_profit,gross_margin_pct,sale_month,quarter
1094,11,2023-12-02,25,3,118.53,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,63.440496,1586.0124,37.1628,656.9424000000001,0.4142101284958428,2023-12,4
548,11,2023-09-13,28,3,285.1,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,57.5424,1611.1872,37.1628,570.6288000000002,0.35416666666666674,2023-09,3
455,11,2023-06-27,29,3,374.93,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,62.937,1825.173,37.1628,747.4518,0.40952380952380957,2023-06,2
377,11,2023-06-17,43,3,156.72,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,56.943000000000005,2448.5490000000004,37.1628,850.5486000000005,0.3473684210526317,2023-06,2
1609,11,2023-06-10,39,3,434.25,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,61.7382,2407.7898,37.1628,958.4406000000001,0.3980582524271845,2023-06,2
1901,11,2023-06-01,29,3,118.94,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,63.5364,1842.5556,37.1628,764.8344,0.41509433962264153,2023-06,2
1756,11,2023-01-19,35,3,198.05,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,Ganesh,3,58.1418,2034.9630000000002,37.1628,734.2650000000003,0.36082474226804134,2023-01,1
1416,12,2023-12-28,42,3,211.03,Headphones,Electronics,66.22,13,17,10,One-Stop Shop,Bengaluru,Raju,7,69.372072,2913.6270240000003,41.0564,1189.2582240000006,0.4081710576555939,2023-12,4
1591,12,2023-10-24,7,3,140.32,Headphones,Electronics,66.22,13,17,10,One-Stop Shop,Bengaluru,Raju,7,72.947952,510.635664,41.0564,223.24086400000004,0.43718228031953527,2023-10,4
253,13,2023-12-18,24,3,34.97,Camera,Electronics,54.26,7,18,3,One-Stop Shop,Bengaluru,Hari,3,62.702856000000004,1504.8685440000002,33.6412,697.4797440000002,0.4634821737625477,2023-12,4
859,13,2023-12-06,34,3,313.28,Camera,Electronics,54.26,7,18,3,One-Stop Shop,Bengaluru,Hari,3,59.186808,2012.351472,33.6412,868.5506720000001,0.4316098276494316,2023-12,4
431,13,2023-07-21,24,3,281.13,Camera,Electronics,54.26,7,18,3,One-Stop Shop,Bengaluru,Hari,3,53.1748,1276.1951999999999,33.6412,468.80639999999994,0.36734693877551017,2023-07,3
847,14,2023-07-16,33,3,87.67,Puzzle,Toys,29.02,10,17,10,One-Stop Shop,Bengaluru,Krishna,2,30.761200000000002,1015.1196000000001,17.9924,421.37040000000013,0.4150943396226416,2023-07,3
283,14,2023-06-29,36,3,61.87,Puzzle,Toys,29.02,10,17,10,One-Stop Shop,Bengaluru,Krishna,2,29.8906,1076.0616,17.9924,428.3352,0.39805825242718446,2023-06,2
228,14,2023-05-02,25,3,289.53,Puzzle,Toys,29.02,10,17,10,One-Stop Shop,Bengaluru,Krishna,2,28.7298,718.245,17.9924,268.435,0.37373737373737376,2023-05,2
1273,15,2023-12-18,22,3,201.04,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,86.34643200000001,1899.6215040000002,46.3264,880.4407040000002,0.46348217376254763,2023-12,4
28,15,2023-12-16,35,3,385.46,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,83.11852800000001,2909.1484800000003,46.3264,1287.7244800000003,0.44264653002517085,2023-12,4
623,15,2023-10-21,8,3,388.68,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,83.11852800000001,664.9482240000001,46.3264,294.3370240000001,0.4426465300251709,2023-10,4
1719,15,2023-09-11,40,3,226.92,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,70.2368,2809.472,46.3264,956.4160000000002,0.34042553191489366,2023-09,3
89,15,2023-05-14,12,3,23.94,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,71.7312,860.7744,46.3264,304.85760000000005,0.35416666666666674,2023-05,2
1761,15,2023-01-31,24,3,315.36,Table,Home Goods,74.72,3,8,10,One-Stop Shop,Bengaluru,Mukesh,5,76.2144,1829.1455999999998,46.3264,717.3119999999999,0.39215686274509803,2023-01,1
1466,16,2023-08-29,46,3,228.73,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,79.056,3636.576,51.056999999999995,1287.9540000000002,0.35416666666666674,2023-08,3
1568,16,2023-07-16,29,3,427.17,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,79.056,2292.624,51.056999999999995,811.971,0.3541666666666667,2023-07,3
1778,16,2023-07-10,20,3,155.11,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,83.997,1679.94,51.056999999999995,658.8000000000002,0.39215686274509814,2023-07,3
94,16,2023-06-03,33,3,335.11,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,83.17349999999999,2744.7254999999996,51.056999999999995,1059.8444999999997,0.3861386138613861,2023-06,2
1818,16,2023-03-13,47,3,439.75,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,88.938,4180.086,51.056999999999995,1780.4070000000006,0.42592592592592604,2023-03,1
715,16,2023-02-16,11,3,414.06,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,Manoj,7,76.5855,842.4404999999999,51.056999999999995,280.8135,0.3333333333333333,2023-02,1
237,17,2023-10-04,24,3,416.08,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,6.543504000000001,157.04409600000002,3.4782,73.56729600000003,0.4684499314128945,2023-10,4
1353,17,2023-09-16,5,3,129.77,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.722200000000001,28.611000000000004,3.4782,11.220000000000002,0.3921568627450981,2023-09,3
1660,17,2023-09-13,18,3,463.49,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.778300000000001,104.00940000000001,3.4782,41.40180000000001,0.3980582524271845,2023-09,3
635,17,2023-05-08,10,3,415.1,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.4978,54.977999999999994,3.4782,20.19599999999999,0.36734693877551006,2023-05,2
709,17,2023-05-02,19,3,426.2,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.8344000000000005,110.85360000000001,3.4782,44.76780000000001,0.40384615384615385,2023-05,2
1249,17,2023-04-14,1,3,11.04,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.61,5.61,3.4782,2.1318,0.38,2023-04,2
1837,17,2023-02-03,9,3,467.11,Bed,Home Goods,5.61,6,20,1,One-Stop Shop,Bengaluru,Ganesh,3,5.217300000000001,46.95570000000001,3.4782,15.651900000000005,0.33333333333333337,2023-02,1
977,18,2023-10-03,13,3,368.1,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,12.560400000000001,163.28520000000003,7.2106,69.54740000000002,0.425925925925926,2023-10,4
470,18,2023-09-16,30,3,100.44,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,11.978900000000001,359.367,7.2106,143.049,0.39805825242718446,2023-09,3
248,18,2023-07-18,30,3,336.89,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,11.8626,355.87800000000004,7.2106,139.56000000000003,0.3921568627450981,2023-07,3
850,18,2023-06-25,32,3,376.31,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,10.699600000000002,342.38720000000006,7.2106,111.64800000000005,0.32608695652173925,2023-06,2
335,18,2023-03-21,5,3,422.99,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,12.095200000000002,60.47600000000001,7.2106,24.42300000000001,0.4038461538461539,2023-03,1
1261,18,2023-03-04,45,3,167.96,Tablet,Electronics,11.63,14,18,5,One-Stop Shop,Bengaluru,Pramod,3,11.0485,497.1825,7.2106,172.70549999999997,0.3473684210526315,2023-03,1
454,19,2023-05-29,3,3,477.88,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,22.058400000000002,66.1752,13.1502,26.724600000000002,0.40384615384615385,2023-05,2
1538,19,2023-05-23,38,3,179.34,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,21.21,805.98,13.1502,306.2724,0.38,2023-05,2
1600,19,2023-05-04,10,3,422.84,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,19.937400000000004,199.37400000000002,13.1502,67.87200000000001,0.34042553191489366,2023-05,2
1084,19,2023-03-27,41,3,213.8,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,22.270500000000002,913.0905000000001,13.1502,373.93230000000017,0.4095238095238096,2023-03,1
748,19,2023-02-26,34,3,480.48,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,19.5132,663.4488,13.1502,216.34199999999998,0.3260869565217391,2023-02,1
1003,19,2023-01-29,11,3,461.61,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,19.5132,214.64520000000002,13.1502,69.99300000000002,0.3260869565217392,2023-01,1
1254,19,2023-01-29,42,3,23.18,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,22.270500000000002,935.3610000000001,13.1502,383.0526000000001,0.40952380952380957,2023-01,1
1219,19,2023-01-16,49,3,440.67,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,22.058400000000002,1080.8616000000002,13.1502,436.50180000000023,0.40384615384615397,2023-01,1
1649,19,2023-01-15,19,3,121.57,Plush Toy,Toys,21.21,12,10,3,One-Stop Shop,Bengaluru,Shubham,10,19.5132,370.7508,13.1502,120.89700000000002,0.32608695652173914,2023-01,1
1140,20,2023-08-19,19,3,273.09,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,Ashok,8,47.6253,904.8807,31.7502,301.6269000000001,0.3333333333333334,2023-08,3
933,20,2023-01-21,10,3,300.46,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,Ashok,8,54.794700000000006,547.9470000000001,31.7502,230.4450000000001,0.4205607476635515,2023-01,1
1725,21,2023-11-15,14,3,346.9,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,Ganesh,3,88.95960000000001,1245.4344,51.0694,530.4628,0.42592592592592593,2023-11,4
68,21,2023-08-13,35,3,307.78,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,Ganesh,3,75.78040000000001,2652.3140000000003,51.0694,864.8850000000002,0.3260869565217392,2023-08,3
1626,21,2023-08-13,41,3,440.34,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,Ganesh,3,84.84110000000001,3478.4851000000003,51.0694,1384.6397000000002,0.39805825242718446,2023-08,3
1759,21,2023-01-12,2,3,124.46,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,Ganesh,3,82.37,164.74,51.0694,62.601200000000006,0.38,2023-01,1
1207,21,2023-01-10,23,3,180.91,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,Ganesh,3,75.78040000000001,1742.9492000000002,51.0694,568.3530000000003,0.32608695652173925,2023-01,1
1480,22,2023-11-13,11,3,95.23,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,Hari,3,82.23022800000003,904.5325080000002,50.7594,346.17910800000027,0.38271604938271625,2023-11,4
1520,22,2023-10-06,21,3,414.28,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,Hari,3,87.53540400000001,1838.2434840000003,50.7594,772.2960840000003,0.42012719790497577,2023-10,4
688,22,2023-07-08,11,3,387.8,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,Hari,3,81.87,900.57,50.7594,342.2166000000001,0.38000000000000006,2023-07,3
570,22,2023-03-13,18,3,137.86,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,Hari,3,82.68870000000001,1488.3966000000003,50.7594,574.7274000000002,0.3861386138613862,2023-03,1
1096,22,2023-01-15,3,3,430.88,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,Hari,3,81.87,245.61,50.7594,93.33180000000002,0.38000000000000006,2023-01,1
752,23,2023-12-29,36,3,115.5,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,Rohit,2,66.92544000000001,2409.31584,40.021,968.5598400000001,0.4020061728395062,2023-12,4
97,23,2023-11-12,37,3,206.01,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,Rohit,2,72.50256,2682.59472,40.021,1201.81772,0.448005698005698,2023-11,4
740,23,2023-04-01,16,3,404.07,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,Rohit,2,65.1955,1043.128,40.021,402.7919999999999,0.3861386138613861,2023-04,2
1968,23,2023-01-08,26,3,10.93,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,Rohit,2,67.7775,1762.2150000000001,40.021,721.6690000000001,0.40952380952380957,2023-01,1
1267,24,2023-11-09,15,3,489.73,Smartwatch,Electronics,32.85,13,8,5,One-Stop Shop,Bengaluru,Raju,7,35.83278,537.4917,20.367,231.98670000000004,0.4316098276494317,2023-11,4
1160,24,2023-10-09,26,3,330.48,Smartwatch,Electronics,32.85,13,8,5,One-Stop Shop,Bengaluru,Raju,7,34.05888,885.53088,20.367,355.98888,0.4020061728395062,2023-10,4
1138,24,2023-10-06,23,3,367.54,Smartwatch,Electronics,32.85,13,8,5,One-Stop Shop,Bengaluru,Raju,7,38.31624000000001,881.2735200000002,20.367,412.83252000000016,0.4684499314128945,2023-10,4
1222,24,2023-01-14,49,3,304.77,Smartwatch,Electronics,32.85,13,8,5,One-Stop Shop,Bengaluru,Raju,7,35.1495,1722.3255000000001,20.367,724.3425000000001,0.4205607476635514,2023-01,1
1880,25,2023-11-20,38,3,26.73,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,41.31,1569.7800000000002,23.25,686.2800000000002,0.43718228031953527,2023-11,4
1863,25,2023-10-21,9,3,180.92,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,41.31,371.79,23.25,162.54000000000002,0.43718228031953527,2023-10,4
1333,25,2023-10-12,25,3,420.78,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,40.095,1002.375,23.25,421.125,0.42012719790497566,2023-10,4
1888,25,2023-09-30,25,3,162.39,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,34.875,871.875,23.25,290.625,0.3333333333333333,2023-09,3
743,25,2023-09-10,35,3,91.9,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,39.0,1365.0,23.25,551.25,0.40384615384615385,2023-09,3
162,25,2023-06-01,15,3,93.82,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,37.875,568.125,23.25,219.375,0.38613861386138615,2023-06,2
1295,25,2023-05-27,18,3,387.53,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,35.625,641.25,23.25,222.75,0.3473684210526316,2023-05,2
449,25,2023-05-07,18,3,116.31,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,37.125,668.25,23.25,249.75,0.37373737373737376,2023-05,2
1604,25,2023-01-15,16,3,234.76,Speaker,Electronics,37.5,19,12,8,One-Stop Shop,Bengaluru,Rahul,4,36.75,588.0,23.25,216.0,0.3673469387755102,2023-01,1
1271,26,2023-12-20,19,3,396.15,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,78.15528000000002,1484.9503200000004,42.7304,673.0727200000003,0.45326278659612007,2023-12,4
968,26,2023-10-25,32,3,181.78,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,80.38828800000002,2572.4252160000005,42.7304,1205.0524160000004,0.4684499314128944,2023-10,4
1537,26,2023-04-05,43,3,19.48,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,68.2308,2933.9244,42.7304,1096.5171999999998,0.3737373737373737,2023-04,2
1847,26,2023-03-26,22,3,36.11,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,70.9876,1561.7272,42.7304,621.6584,0.39805825242718446,2023-03,1
1928,26,2023-02-05,25,3,106.92,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,68.2308,1705.77,42.7304,637.51,0.37373737373737376,2023-02,1
369,26,2023-01-22,21,3,260.11,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,Girish,2,71.6768,1505.2128,42.7304,607.8743999999999,0.4038461538461538,2023-01,1
63,27,2023-12-09,46,3,123.15,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,85.83494400000001,3948.4074240000004,47.3804,1768.9090240000005,0.44800569800569806,2023-12,4
1819,27,2023-11-09,33,3,442.55,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,75.930912,2505.720096,47.3804,942.166896,0.37600644122383253,2023-11,4
1123,27,2023-08-31,25,3,468.43,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,71.0706,1776.7649999999999,47.3804,592.2549999999999,0.3333333333333333,2023-08,3
72,27,2023-06-25,14,3,255.18,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,73.3632,1027.0848,47.3804,363.7592000000001,0.3541666666666667,2023-06,2
630,27,2023-04-16,4,3,268.48,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,71.0706,284.2824,47.3804,94.76079999999999,0.3333333333333333,2023-04,2
1933,27,2023-03-08,14,3,218.94,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,Mahesh,3,79.47680000000001,1112.6752000000001,47.3804,449.3496000000001,0.4038461538461539,2023-03,1
295,28,2023-09-20,8,3,217.81,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,Mahesh,3,53.5276,428.2208,33.864399999999996,157.30560000000003,0.3673469387755103,2023-09,3
1164,28,2023-07-12,50,3,183.2,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,Mahesh,3,54.62,2731.0,33.864399999999996,1037.7800000000002,0.38000000000000006,2023-07,3
456,28,2023-04-14,35,3,466.85,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,Mahesh,3,57.8972,2026.402,33.864399999999996,841.1480000000001,0.4150943396226416,2023-04,2
980,28,2023-01-19,36,3,274.02,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,Mahesh,3,56.2586,2025.3096,33.864399999999996,806.1912000000002,0.39805825242718457,2023-01,1
982,29,2023-10-29,47,3,71.27,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,111.99384000000002,5263.710480000001,61.2312,2385.8440800000008,0.45326278659612,2023-10,4
739,29,2023-10-22,25,3,467.93,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,106.66080000000001,2666.5200000000004,61.2312,1135.7400000000005,0.42592592592592604,2023-10,4
994,29,2023-09-22,26,3,409.53,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,98.76,2567.76,61.2312,975.7488000000003,0.38000000000000006,2023-09,3
938,29,2023-04-20,43,3,168.88,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,93.82200000000002,4034.346000000001,61.2312,1401.4044000000008,0.3473684210526317,2023-04,2
85,29,2023-04-13,30,3,156.07,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,90.85920000000002,2725.7760000000003,61.2312,888.8400000000001,0.32608695652173914,2023-04,2
528,29,2023-03-16,2,3,278.89,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,91.84680000000002,183.69360000000003,61.2312,61.23120000000003,0.3333333333333334,2023-03,1
1308,29,2023-03-15,40,3,456.87,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,106.66080000000001,4266.432000000001,61.2312,1817.1840000000007,0.425925925925926,2023-03,1
897,29,2023-01-02,22,3,415.79,Apples,Groceries,98.76,9,20,8,One-Stop Shop,Bengaluru,Manoj,7,103.69800000000001,2281.356,61.2312,934.2696000000001,0.4095238095238095,2023-01,1
1838,30,2023-09-25,47,3,99.97,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,58.674800000000005,2757.7156000000004,38.7004,938.7968000000003,0.34042553191489366,2023-09,3
706,30,2023-09-24,27,3,231.94,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,63.044200000000004,1702.1934,38.7004,657.2826,0.3861386138613861,2023-09,3
1478,30,2023-09-05,24,3,386.03,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,67.4136,1617.9264,38.7004,689.1168,0.42592592592592593,2023-09,3
1134,30,2023-06-12,36,3,403.74,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,64.91680000000001,2337.0048,38.7004,943.7904000000001,0.40384615384615385,2023-06,2
501,30,2023-05-07,30,3,81.79,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,62.42,1872.6000000000001,38.7004,711.588,0.37999999999999995,2023-05,2
13,30,2023-02-21,25,3,229.44,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,65.54100000000001,1638.5250000000003,38.7004,671.0150000000003,0.4095238095238096,2023-02,1
1101,30,2023-02-15,29,3,186.06,Curtains,Home Goods,62.42,11,16,6,One-Stop Shop,Bengaluru,Shivam,9,65.54100000000001,1900.6890000000003,38.7004,778.3774000000003,0.4095238095238096,2023-02,1
383,31,2023-11-27,24,3,194.51,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,90.10008,2162.4019200000002,51.211999999999996,933.3139200000003,0.4316098276494317,2023-11,4
216,31,2023-11-20,44,3,498.73,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,92.77632,4082.15808,51.211999999999996,1828.8300800000002,0.448005698005698,2023-11,4
554,31,2023-10-18,25,3,195.0,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,90.99216,2274.804,51.211999999999996,994.5040000000001,0.43718228031953527,2023-10,4
523,31,2023-10-10,21,3,193.43,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,93.6684,1967.0364000000002,51.211999999999996,891.5844000000002,0.45326278659611996,2023-10,4
396,31,2023-09-10,2,3,279.24,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,80.122,160.244,51.211999999999996,57.82000000000001,0.3608247422680413,2023-09,3
628,31,2023-04-18,48,3,431.22,Desk,Home Goods,82.6,12,17,7,One-Stop Shop,Bengaluru,Shubham,10,89.208,4281.984,51.211999999999996,1823.8080000000004,0.425925925925926,2023-04,2
80,32,2023-12-08,7,3,391.16,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,11.726208,82.083456,6.472799999999999,36.773856,0.44800569800569806,2023-12,4
588,32,2023-12-03,43,3,87.34,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,11.500704,494.530272,6.472799999999999,216.19987200000003,0.43718228031953527,2023-12,4
531,32,2023-09-13,36,3,132.38,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,10.022400000000001,360.80640000000005,6.472799999999999,127.78560000000007,0.3541666666666668,2023-09,3
693,32,2023-08-02,47,3,139.27,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,10.962,515.2139999999999,6.472799999999999,210.99239999999998,0.4095238095238095,2023-08,3
579,32,2023-06-16,25,3,409.16,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,9.7092,242.73,6.472799999999999,80.91,0.3333333333333333,2023-06,2
1619,32,2023-05-23,10,3,240.23,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,10.022400000000001,100.22400000000002,6.472799999999999,35.49600000000002,0.35416666666666685,2023-05,2
1580,32,2023-05-01,42,3,298.3,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,11.2752,473.5584,6.472799999999999,201.70080000000002,0.42592592592592593,2023-05,2
846,32,2023-04-26,45,3,159.49,Oranges,Groceries,10.44,12,15,2,One-Stop Shop,Bengaluru,Shubham,10,10.962,493.28999999999996,6.472799999999999,202.014,0.40952380952380957,2023-04,2
238,33,2023-09-04,19,3,403.1,TV,Electronics,48.41,13,9,1,One-Stop Shop,Bengaluru,Raju,7,44.5372,846.2067999999999,30.0142,275.9369999999999,0.326086956521739,2023-09,3
1909,33,2023-06-04,48,3,99.37,TV,Electronics,48.41,13,9,1,One-Stop Shop,Bengaluru,Raju,7,46.9577,2253.9696000000004,30.0142,813.2880000000005,0.3608247422680414,2023-06,2
406,33,2023-04-11,41,3,66.96,TV,Electronics,48.41,13,9,1,One-Stop Shop,Bengaluru,Raju,7,51.7987,2123.7466999999997,30.0142,893.1644999999996,0.4205607476635513,2023-04,2
1535,33,2023-01-23,5,3,335.46,TV,Electronics,48.41,13,9,1,One-Stop Shop,Bengaluru,Raju,7,46.9577,234.7885,30.0142,84.7175,0.36082474226804123,2023-01,1
811,34,2023-12-19,6,3,18.59,Bananas,Groceries,16.67,17,13,4,One-Stop Shop,Bengaluru,Ashok,8,18.723744000000003,112.34246400000002,10.335400000000002,50.33006400000001,0.448005698005698,2023-12,4
1079,34,2023-07-04,24,3,175.35,Bananas,Groceries,16.67,17,13,4,One-Stop Shop,Bengaluru,Ashok,8,16.67,400.08000000000004,10.335400000000002,152.0304,0.37999999999999995,2023-07,3
151,34,2023-06-24,18,3,280.12,Bananas,Groceries,16.67,17,13,4,One-Stop Shop,Bengaluru,Ashok,8,17.836900000000004,321.0642000000001,10.335400000000002,135.02700000000004,0.42056074766355145,2023-06,2
797,35,2023-07-10,2,3,409.61,Rug,Home Goods,47.93,16,18,4,One-Stop Shop,Bengaluru,Rajesh,9,51.2851,102.5702,29.7166,43.137,0.4205607476635514,2023-07,3
1606,35,2023-03-11,2,3,395.89,Rug,Home Goods,47.93,16,18,4,One-Stop Shop,Bengaluru,Rajesh,9,47.93,95.86,29.7166,36.4268,0.38,2023-03,1
873,35,2023-02-17,24,3,95.52,Rug,Home Goods,47.93,16,18,4,One-Stop Shop,Bengaluru,Rajesh,9,46.971399999999996,1127.3136,29.7166,414.11519999999996,0.36734693877551017,2023-02,1
