inventory_id,product_id,store_id,current_stock,last_restock_date,restock_quantity,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,annual_units_sold,annual_sales,annual_profit,sales_days,avg_daily_demand,demand_std,inventory_value,inventory_turnover,days_of_supply,safety_stock,recommended_reorder_point,stock_gap,holding_cost_estimate,stock_status,recommended_order_qty
543,2,3,30,2023-07-13,32,Smartphone,Electronics,6.22,17,16,8,One-Stop Shop,Bengaluru,0.0,0.0,0.0,0.0,0.0,0.0,186.6,0.0,inf,0.0,0.0,30.0,33.588,Overstock,0.0
544,87,3,133,2023-05-24,25,Frozen Vegetables,Groceries,33.36,18,10,7,One-Stop Shop,Bengaluru,177.0,6062.966496000001,2402.0400960000006,5.0,0.4849315068493151,14.758048651498612,4436.88,1.330827067669173,274.26553672316385,65.0,69.0,64.0,798.6384,Overstock,0.0
545,73,2,36,2023-10-12,23,Smart Home Device,Electronics,27.88,16,14,10,Ultimate Retail Hub,Pune,388.0,11102.362448,4395.549648000001,12.0,1.063013698630137,18.85844706334606,1003.68,10.777777777777779,33.865979381443296,99.0,110.0,-74.0,180.6624,Restock risk,95.0
546,27,3,132,2023-09-22,43,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,136.0,10654.93492,4211.20052,6.0,0.3726027397260274,15.200877167672482,10087.44,1.0303030303030303,354.2647058823529,36.0,37.0,95.0,1815.7392,Overstock,0.0
547,60,2,84,2023-05-16,13,Ball,Toys,10.59,11,9,4,Ultimate Retail Hub,Pune,90.0,951.464904,360.5429040000001,4.0,0.2465753424657534,14.843629385474879,889.56,1.0714285714285716,340.6666666666667,49.0,50.0,34.0,160.12079999999997,Overstock,0.0
548,92,4,2,2023-03-17,25,Hoodie,Clothing,95.96,20,11,10,Everthing and More Store,Chennai,170.0,16071.380799999999,5957.196800000001,5.0,0.4657534246575342,10.41633332799983,191.92,85.0,4.294117647058823,55.0,60.0,-58.0,34.54559999999999,Restock risk,67.0
549,20,4,17,2023-07-06,5,Sweater,Clothing,51.21,17,8,8,Everthing and More Store,Chennai,64.0,3752.013312,1720.0005120000005,2.0,0.17534246575342466,15.556349186104045,870.57,3.764705882352941,96.953125,73.0,75.0,-58.0,156.7026,Restock risk,62.0
550,25,2,177,2023-05-23,11,Speaker,Electronics,37.5,19,12,8,Ultimate Retail Hub,Pune,131.0,4867.41,1821.66,5.0,0.3589041095890411,16.87305544351704,6637.5,0.7401129943502824,493.16793893129767,79.0,82.0,95.0,1194.75,Overstock,0.0
551,43,1,15,2023-09-15,44,Shirt,Clothing,21.19,3,8,7,All-In-One Mart ,Delhi-NCR,144.0,3176.736992,1284.893792,6.0,0.39452054794520547,16.29723902997069,317.85,9.6,38.020833333333336,72.0,75.0,-60.0,57.213,Restock risk,69.0
552,21,1,89,2023-08-20,45,Eggs,Groceries,82.37,6,11,1,All-In-One Mart ,Delhi-NCR,254.0,21136.339688,8164.712088000001,9.0,0.6958904109589041,15.888500383750648,7330.93,2.853932584269663,127.89370078740157,27.0,28.0,61.0,1319.5674,Overstock,0.0
553,45,1,49,2023-09-08,22,Pants,Clothing,73.32,16,8,3,All-In-One Mart ,Delhi-NCR,213.0,16853.511167999997,7170.871967999999,7.0,0.5835616438356165,9.052755434252102,3592.68,4.346938775510203,83.96713615023474,26.0,28.0,21.0,646.6823999999999,Healthy,0.0
554,55,3,94,2023-05-27,44,Rice,Groceries,85.97,11,9,5,One-Stop Shop,Bengaluru,142.0,12816.854644000001,5248.055844,6.0,0.38904109589041097,12.46862729680644,8081.18,1.5106382978723403,241.61971830985914,47.0,49.0,45.0,1454.6124,Overstock,0.0
555,72,2,19,2023-07-09,42,Action Figure Set,Toys,97.12,13,12,1,Ultimate Retail Hub,Pune,24.0,2470.7328,1025.5872000000002,1.0,0.06575342465753424,0.0,1845.2800000000002,1.263157894736842,288.95833333333337,0.0,1.0,18.0,332.15040000000005,Overstock,0.0
556,94,2,71,2023-03-04,16,Cookies,Groceries,29.22,13,10,7,Ultimate Retail Hub,Pune,53.0,1621.604808,661.435608,5.0,0.14520547945205478,6.87749954561976,2074.62,0.7464788732394366,488.96226415094344,31.0,33.0,38.0,373.43159999999995,Overstock,0.0
557,14,2,133,2023-05-19,42,Puzzle,Toys,29.02,10,17,10,Ultimate Retail Hub,Pune,77.0,2267.3906400000005,881.9758400000005,3.0,0.21095890410958903,8.144527815247079,3859.66,0.5789473684210527,630.4545454545455,43.0,46.0,87.0,694.7388,Overstock,0.0
558,50,3,147,2023-11-25,42,Projector,Electronics,37.32,19,11,2,One-Stop Shop,Bengaluru,182.0,6828.037344000001,2616.848544000001,6.0,0.4986301369863014,14.038043548396146,5486.04,1.2380952380952381,294.8076923076923,33.0,34.0,113.0,987.4871999999999,Overstock,0.0
559,95,4,53,2023-10-09,15,Slime Kit,Toys,12.91,9,18,3,Everthing and More Store,Chennai,148.0,1893.1224000000002,708.5007999999999,4.0,0.4054794520547945,19.42506971244462,684.23,2.792452830188679,130.70945945945945,56.0,58.0,-5.0,123.1614,Restock risk,16.0
560,30,2,23,2023-01-26,44,Curtains,Home Goods,62.42,11,16,6,Ultimate Retail Hub,Pune,138.0,8645.7942,3305.1390000000006,4.0,0.3780821917808219,21.97726097583591,1435.66,6.0,60.833333333333336,89.0,92.0,-69.0,258.41880000000003,Restock risk,78.0
561,22,4,0,2023-03-05,25,Jacket,Clothing,81.87,7,13,7,Everthing and More Store,Chennai,111.0,8886.988500000001,3252.6951000000013,3.0,0.3041095890410959,12.767145334803704,0.0,0.0,0.0,56.0,59.0,-59.0,0.0,Restock risk,66.0
562,18,4,108,2023-02-02,47,Tablet,Electronics,11.63,14,18,5,Everthing and More Store,Chennai,123.0,1473.5116960000003,586.6078960000001,7.0,0.336986301369863,16.102351203650798,1256.0400000000002,1.1388888888888886,320.4878048780488,60.0,62.0,46.0,226.08720000000002,Overstock,0.0
563,39,1,61,2023-08-11,40,Board Game,Toys,94.21,16,8,7,All-In-One Mart ,Delhi-NCR,274.0,26214.30934,10209.914540000002,10.0,0.7506849315068493,14.237665226823923,5746.8099999999995,4.491803278688525,81.25912408759123,63.0,69.0,-8.0,1034.4258,Restock risk,25.0
564,100,4,180,2023-07-13,35,Power Bank,Electronics,69.98,14,7,6,Everthing and More Store,Chennai,182.0,13732.903192000003,5836.359992000002,6.0,0.4986301369863014,20.146132796809084,12596.400000000001,1.011111111111111,360.989010989011,82.0,85.0,95.0,2267.3520000000003,Overstock,0.0
565,67,3,135,2023-06-10,10,Tea,Groceries,18.07,16,14,3,One-Stop Shop,Bengaluru,59.0,1082.1833880000001,421.1827880000001,4.0,0.16164383561643836,13.30100246848585,2439.45,0.4370370370370371,835.1694915254237,39.0,40.0,95.0,439.10099999999994,Overstock,0.0
566,28,2,162,2023-10-27,22,Dress,Clothing,54.62,1,17,10,Ultimate Retail Hub,Pune,71.0,4128.1795999999995,1723.8072000000002,3.0,0.19452054794520549,17.61628034896508,8848.439999999999,0.43827160493827166,832.8169014084507,92.0,94.0,68.0,1592.7191999999998,Overstock,0.0
567,56,4,125,2023-12-05,49,Coat,Clothing,52.48,15,9,10,Everthing and More Store,Chennai,68.0,3717.284352,1504.7275520000003,3.0,0.1863013698630137,4.725815626252609,6560.0,0.5439999999999999,670.9558823529411,25.0,27.0,98.0,1180.8,Overstock,0.0
568,16,4,166,2023-05-22,27,Chair,Home Goods,82.35,9,11,7,Everthing and More Store,Chennai,144.0,11816.4015,4464.1935,7.0,0.39452054794520547,17.529566859615052,13670.099999999999,0.8674698795180723,420.7638888888889,77.0,80.0,86.0,2460.6179999999995,Overstock,0.0
569,47,4,197,2023-03-01,47,Skirt,Clothing,93.52,20,7,6,Everthing and More Store,Chennai,62.0,5853.0427199999995,2258.1339199999998,4.0,0.16986301369863013,3.7859388972001824,18423.44,0.3147208121827411,1159.758064516129,16.0,18.0,179.0,3316.2191999999995,Overstock,0.0
570,55,2,157,2023-06-24,40,Rice,Groceries,85.97,11,9,5,Ultimate Retail Hub,Pune,153.0,12936.7656,4781.651400000001,5.0,0.4191780821917808,17.415510328439993,13497.289999999999,0.9745222929936306,374.5424836601307,65.0,68.0,89.0,2429.5121999999997,Overstock,0.0
571,48,2,191,2023-04-13,5,Water Gun,Toys,91.47,13,18,4,Ultimate Retail Hub,Pune,215.0,19515.1245,7322.173500000001,9.0,0.589041095890411,13.96821789317131,17470.77,1.12565445026178,324.25581395348837,47.0,50.0,141.0,3144.7386,Overstock,0.0
572,47,2,1,2023-04-15,42,Skirt,Clothing,93.52,20,7,6,Ultimate Retail Hub,Pune,53.0,4778.871999999999,1705.8048,2.0,0.14520547945205478,2.1213203435596424,93.52,53.0,6.886792452830189,9.0,10.0,-9.0,16.833599999999997,Restock risk,13.0
573,13,3,64,2023-05-11,37,Camera,Electronics,54.26,7,18,3,One-Stop Shop,Bengaluru,82.0,4793.415216,2034.8368160000002,3.0,0.22465753424657534,5.773502691896257,3472.64,1.28125,284.8780487804878,17.0,18.0,46.0,625.0752,Overstock,0.0
574,35,1,165,2023-01-20,22,Rug,Home Goods,47.93,16,18,4,All-In-One Mart ,Delhi-NCR,140.0,7262.123536000001,3101.799536000001,4.0,0.3835616438356164,10.801234497346433,7908.45,0.8484848484848485,430.17857142857144,36.0,38.0,127.0,1423.521,Overstock,0.0
575,51,1,178,2023-11-16,50,Butter,Groceries,39.94,11,17,10,All-In-One Mart ,Delhi-NCR,241.0,9367.927,3400.0922,7.0,0.6602739726027397,16.154020581650283,7109.32,1.3539325842696628,269.58506224066394,85.0,92.0,86.0,1279.6776,Overstock,0.0
576,81,1,146,2023-05-09,6,E-reader,Electronics,42.41,18,20,2,All-In-One Mart ,Delhi-NCR,226.0,9571.105764,3628.616564000001,9.0,0.6191780821917808,13.541089731299735,6191.86,1.547945205479452,235.79646017699113,32.0,34.0,112.0,1114.5348,Overstock,0.0
577,78,4,125,2023-12-16,16,Fitness Tracker,Electronics,80.46,6,17,8,Everthing and More Store,Chennai,84.0,6633.122399999999,2442.7655999999997,4.0,0.23013698630136986,10.708252269472673,10057.5,0.6719999999999999,543.1547619047619,50.0,52.0,73.0,1810.35,Overstock,0.0
578,83,1,9,2023-08-24,28,External Hard Drive,Electronics,22.16,20,10,1,All-In-One Mart ,Delhi-NCR,92.0,2224.411936,960.4055360000001,6.0,0.25205479452054796,16.268579122549905,199.44,10.222222222222223,35.70652173913043,27.0,28.0,-19.0,35.8992,Restock risk,26.0
579,92,2,180,2023-01-20,16,Hoodie,Clothing,95.96,20,11,10,Ultimate Retail Hub,Pune,104.0,9752.4148,3564.9140000000007,3.0,0.28493150684931506,9.60902353693305,17272.8,0.5777777777777778,631.7307692307693,51.0,54.0,126.0,3109.104,Overstock,0.0
580,54,1,14,2023-03-03,33,Sugar,Groceries,61.12,4,17,1,All-In-One Mart ,Delhi-NCR,167.0,10593.880704000001,4265.515904000002,5.0,0.4575342465753425,17.18429515575195,855.68,11.928571428571429,30.59880239520958,29.0,30.0,-16.0,154.02239999999998,Restock risk,29.0
581,8,3,24,2023-11-23,39,Lego Set,Toys,74.89,8,20,1,One-Stop Shop,Bengaluru,135.0,10837.511636000001,4569.218636000001,5.0,0.3698630136986301,12.165525060596439,1797.3600000000001,5.624999999999999,64.88888888888889,21.0,22.0,2.0,323.5248,Healthy,0.0
582,25,1,85,2023-05-28,48,Speaker,Electronics,37.5,19,12,8,All-In-One Mart ,Delhi-NCR,127.0,5127.3,2174.55,4.0,0.34794520547945207,7.135591542869215,3187.5,1.4941176470588236,244.29133858267716,34.0,37.0,48.0,573.75,Overstock,0.0
583,22,3,132,2023-06-23,5,Jacket,Clothing,81.87,7,13,7,One-Stop Shop,Bengaluru,64.0,5377.352592000001,2128.7509920000007,5.0,0.17534246575342466,7.014271166700073,10806.84,0.48484848484848486,752.8125,31.0,33.0,99.0,1945.2312,Overstock,0.0
584,54,1,16,2023-11-13,17,Sugar,Groceries,61.12,4,17,1,All-In-One Mart ,Delhi-NCR,167.0,10593.880704000001,4265.515904000002,5.0,0.4575342465753425,17.18429515575195,977.92,10.4375,34.97005988023952,29.0,30.0,-14.0,176.0256,Restock risk,27.0
585,94,3,21,2023-09-05,16,Cookies,Groceries,29.22,13,10,7,One-Stop Shop,Bengaluru,165.0,5102.127576000001,2112.9215760000006,7.0,0.4520547945205479,17.367183065167694,613.62,7.857142857142858,46.45454545454546,76.0,80.0,-59.0,110.4516,Restock risk,69.0
586,36,2,176,2023-08-02,37,Game Console,Electronics,98.69,11,5,6,Ultimate Retail Hub,Pune,295.0,29537.561716,11487.160716000002,8.0,0.8082191780821918,10.077379194441948,17369.44,1.6761363636363638,217.76271186440678,41.0,46.0,130.0,3126.4991999999997,Overstock,0.0
587,82,1,79,2023-07-06,22,Juice,Groceries,84.53,18,8,4,All-In-One Mart ,Delhi-NCR,252.0,21757.34576,8550.378560000001,6.0,0.6904109589041096,14.776106839534336,6677.87,3.189873417721519,114.42460317460316,49.0,52.0,27.0,1202.0166,Healthy,0.0
588,16,3,119,2023-09-12,41,Chair,Home Goods,82.35,9,11,7,One-Stop Shop,Bengaluru,186.0,15376.392,5879.790000000001,6.0,0.5095890410958904,14.212670403551895,9799.65,1.5630252100840336,233.52150537634407,63.0,67.0,52.0,1763.937,Overstock,0.0
589,73,4,22,2023-12-03,12,Smart Home Device,Electronics,27.88,16,14,10,Everthing and More Store,Chennai,255.0,7299.20704,2891.3790400000007,10.0,0.6986301369863014,12.349089035228468,613.36,11.59090909090909,31.49019607843137,65.0,72.0,-50.0,110.4048,Restock risk,64.0
590,94,1,47,2023-02-06,25,Cookies,Groceries,29.22,13,10,7,All-In-One Mart ,Delhi-NCR,153.0,4703.42652,1931.6173200000003,6.0,0.4191780821917808,8.117881497040962,1373.34,3.25531914893617,112.12418300653594,36.0,39.0,8.0,247.20119999999997,Healthy,0.0
591,3,2,2,2023-10-21,18,Action Figure,Toys,92.94,13,16,7,Ultimate Retail Hub,Pune,112.0,10780.779768,4327.026168,4.0,0.30684931506849317,18.81488772222678,185.88,55.99999999999999,6.517857142857142,83.0,86.0,-84.0,33.4584,Restock risk,91.0
592,59,1,185,2023-11-12,20,Toy Robot,Toys,64.95,7,20,5,All-In-One Mart ,Delhi-NCR,162.0,10891.30962,4367.7316200000005,4.0,0.4438356164383562,8.426149773176357,12015.75,0.8756756756756756,416.82098765432096,32.0,35.0,150.0,2162.835,Overstock,0.0
593,88,2,191,2023-05-27,13,Bluetooth Earbuds,Electronics,28.59,2,14,9,Ultimate Retail Hub,Pune,197.0,5657.560740000001,2165.5781400000005,6.0,0.5397260273972603,15.980196077228422,5460.69,1.031413612565445,353.88324873096445,80.0,85.0,106.0,982.9241999999999,Overstock,0.0
594,49,3,45,2023-05-02,22,Socks,Clothing,29.61,10,7,2,One-Stop Shop,Bengaluru,144.0,4376.109276,1732.5284760000004,5.0,0.39452054794520547,10.134100848126586,1332.45,3.2,114.0625,24.0,25.0,20.0,239.841,Healthy,0.0
595,41,4,57,2023-03-19,17,Toy Train,Toys,80.7,10,19,3,Everthing and More Store,Chennai,102.0,8712.11376,3608.645760000001,3.0,0.27945205479452057,5.291502622129181,4599.900000000001,1.789473684210526,203.97058823529412,16.0,17.0,40.0,827.9820000000001,Overstock,0.0
596,23,3,66,2023-05-07,49,Doll,Toys,64.55,20,8,3,One-Stop Shop,Bengaluru,115.0,7897.25356,3294.83856,4.0,0.3150684931506849,9.844626283748239,4260.3,1.7424242424242424,209.47826086956522,29.0,30.0,36.0,766.854,Overstock,0.0
597,12,4,90,2023-08-09,42,Headphones,Electronics,66.22,13,17,10,Everthing and More Store,Chennai,179.0,12461.756384,5112.6607840000015,7.0,0.4904109589041096,11.97020109629384,5959.8,1.9888888888888887,183.5195530726257,63.0,68.0,22.0,1072.764,Overstock,0.0
598,99,4,161,2023-06-12,48,Honey,Groceries,28.51,9,8,9,Everthing and More Store,Chennai,114.0,3379.1990680000004,1364.112268,4.0,0.31232876712328766,19.226717521892983,4590.110000000001,0.7080745341614907,515.4824561403509,96.0,99.0,62.0,826.2198000000001,Overstock,0.0
599,75,4,39,2023-03-02,39,Toy Boat,Toys,31.15,15,16,1,Everthing and More Store,Chennai,129.0,4007.7714600000004,1516.3944600000004,7.0,0.35342465753424657,18.14623140725683,1214.85,3.307692307692308,110.34883720930233,30.0,31.0,8.0,218.67299999999997,Healthy,0.0
600,90,4,88,2023-10-07,46,Picture Frame,Home Goods,62.59,17,11,2,Everthing and More Store,Chennai,28.0,1838.2683000000002,751.7059,4.0,0.07671232876712329,5.0990195135927845,5507.92,0.3181818181818182,1147.142857142857,12.0,13.0,75.0,991.4256,Overstock,0.0
601,37,2,87,2023-11-26,49,Router,Electronics,97.11,11,19,4,Ultimate Retail Hub,Pune,130.0,13339.418040000002,5512.3520400000025,5.0,0.3561643835616438,20.03746490951388,8448.57,1.4942528735632183,244.26923076923077,67.0,69.0,18.0,1520.7425999999998,Overstock,0.0
602,96,3,23,2023-09-18,37,Yogurt,Groceries,24.36,9,11,6,One-Stop Shop,Bengaluru,203.0,5016.11376,1950.1641600000003,7.0,0.5561643835616439,16.237815945091466,560.28,8.82608695652174,41.35467980295566,66.0,70.0,-47.0,100.8504,Restock risk,60.0
603,28,4,66,2023-04-09,7,Dress,Clothing,54.62,1,17,10,Everthing and More Store,Chennai,206.0,11566.178264,4590.111864,7.0,0.5643835616438356,17.299876134981844,3604.9199999999996,3.1212121212121215,116.94174757281553,91.0,97.0,-31.0,648.8856,Restock risk,42.0
604,85,2,121,2023-02-17,13,Pajamas,Clothing,59.63,6,7,9,Ultimate Retail Hub,Pune,147.0,8726.2542,3291.5759999999996,5.0,0.40273972602739727,15.257784898208522,7215.2300000000005,1.2148760330578512,300.4421768707483,76.0,80.0,41.0,1298.7414,Overstock,0.0
605,42,3,144,2023-08-19,29,Building Blocks,Toys,95.73,16,12,4,One-Stop Shop,Bengaluru,202.0,19452.336000000003,7463.110800000001,7.0,0.5534246575342465,15.571647005894736,13785.12,1.4027777777777777,260.1980198019802,52.0,55.0,89.0,2481.3216,Overstock,0.0
606,5,3,179,2023-11-19,11,Laptop,Electronics,99.28,4,17,10,One-Stop Shop,Bengaluru,94.0,9917.833728,4131.795327999999,3.0,0.25753424657534246,6.6583281184793925,17771.12,0.5251396648044693,695.0531914893617,35.0,38.0,141.0,3198.8016,Overstock,0.0
607,2,2,107,2023-11-12,35,Smartphone,Electronics,6.22,17,16,8,Ultimate Retail Hub,Pune,100.0,646.106232,260.46623200000005,4.0,0.273972602739726,8.286535263104035,665.54,0.9345794392523366,390.55,39.0,42.0,65.0,119.79719999999999,Overstock,0.0
608,83,1,47,2023-06-11,27,External Hard Drive,Electronics,22.16,20,10,1,All-In-One Mart ,Delhi-NCR,92.0,2224.411936,960.4055360000001,6.0,0.25205479452054796,16.268579122549905,1041.52,1.9574468085106385,186.4673913043478,27.0,28.0,19.0,187.47359999999998,Overstock,0.0
609,60,2,192,2023-05-06,6,Ball,Toys,10.59,11,9,4,Ultimate Retail Hub,Pune,90.0,951.464904,360.5429040000001,4.0,0.2465753424657534,14.843629385474879,2033.28,0.46875,778.6666666666667,49.0,50.0,142.0,365.99039999999997,Overstock,0.0
610,79,4,151,2023-08-26,41,Stuffed Animal,Toys,33.34,5,8,6,Everthing and More Store,Chennai,247.0,8062.945600000001,2957.2580000000003,8.0,0.6767123287671233,15.76105054511641,5034.34,1.6357615894039736,223.13765182186236,64.0,69.0,82.0,906.1812,Overstock,0.0
611,94,4,121,2023-12-14,20,Cookies,Groceries,29.22,13,10,7,Everthing and More Store,Chennai,238.0,6916.572696,2604.8694960000003,7.0,0.6520547945205479,15.737428845483835,3535.62,1.9669421487603305,185.5672268907563,69.0,74.0,47.0,636.4115999999999,Overstock,0.0
612,48,3,123,2023-05-24,48,Water Gun,Toys,91.47,13,18,4,One-Stop Shop,Bengaluru,47.0,4041.1446000000005,1375.7088000000008,1.0,0.12876712328767123,0.0,11250.81,0.3821138211382114,955.2127659574468,0.0,1.0,122.0,2025.1457999999998,Overstock,0.0
613,6,2,195,2023-07-10,37,Jeans,Clothing,23.45,14,13,6,Ultimate Retail Hub,Pune,161.0,3983.06692,1642.2879200000002,6.0,0.4410958904109589,4.750438576243952,4572.75,0.8256410256410256,442.0807453416149,20.0,23.0,172.0,823.0949999999999,Overstock,0.0
614,55,3,147,2023-02-14,30,Rice,Groceries,85.97,11,9,5,One-Stop Shop,Bengaluru,142.0,12816.854644000001,5248.055844,6.0,0.38904109589041097,12.46862729680644,12637.59,0.9659863945578231,377.8521126760563,47.0,49.0,98.0,2274.7662,Overstock,0.0
615,21,2,76,2023-10-01,43,Eggs,Groceries,82.37,6,11,1,Ultimate Retail Hub,Pune,37.0,3347.7144880000005,1458.1466880000003,3.0,0.10136986301369863,7.637626158259733,6260.120000000001,0.48684210526315785,749.7297297297297,13.0,14.0,62.0,1126.8216,Overstock,0.0
616,26,2,33,2023-12-17,47,Remote Control Car,Toys,68.92,4,5,1,Ultimate Retail Hub,Pune,127.0,8578.4724,3151.7116000000005,3.0,0.34794520547945207,5.8594652770823155,2274.36,3.848484848484848,94.84251968503936,10.0,11.0,22.0,409.3848,Healthy,0.0
617,7,1,79,2023-06-26,14,Milk,Groceries,72.37,12,6,7,All-In-One Mart ,Delhi-NCR,139.0,10844.268176000001,4607.421576000001,6.0,0.38082191780821917,13.761056161017098,5717.2300000000005,1.7594936708860758,207.44604316546764,61.0,64.0,15.0,1029.1014,Overstock,0.0
618,51,2,117,2023-06-15,5,Butter,Groceries,39.94,11,17,10,Ultimate Retail Hub,Pune,140.0,5739.777399999999,2272.9853999999996,5.0,0.3835616438356164,22.01136070305514,4672.98,1.1965811965811965,305.0357142857143,115.0,119.0,-2.0,841.1363999999999,Restock risk,10.0
619,26,2,77,2023-11-05,24,Remote Control Car,Toys,68.92,4,5,1,Ultimate Retail Hub,Pune,127.0,8578.4724,3151.7116000000005,3.0,0.34794520547945207,5.8594652770823155,5306.84,1.6493506493506493,221.29921259842519,10.0,11.0,66.0,955.2312,Overstock,0.0
620,31,2,111,2023-02-06,10,Desk,Home Goods,82.6,12,17,7,Ultimate Retail Hub,Pune,85.0,7223.00656,2869.9865600000003,4.0,0.2328767123287671,10.781929326423912,9168.599999999999,0.7657657657657658,476.64705882352945,48.0,50.0,61.0,1650.3479999999997,Overstock,0.0
621,20,3,1,2023-12-08,35,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,29.0,1452.8277000000003,532.0719000000001,2.0,0.07945205479452055,6.363961030678928,51.21,28.999999999999996,12.586206896551722,30.0,31.0,-30.0,9.2178,Restock risk,32.0
622,13,4,140,2023-03-12,48,Camera,Electronics,54.26,7,18,3,Everthing and More Store,Chennai,242.0,13090.311816,4949.141416,7.0,0.663013698630137,13.392428564571208,7596.4,1.7285714285714286,211.15702479338842,39.0,41.0,99.0,1367.3519999999999,Overstock,0.0
623,28,4,171,2023-07-23,29,Dress,Clothing,54.62,1,17,10,Everthing and More Store,Chennai,206.0,11566.178264,4590.111864,7.0,0.5643835616438356,17.299876134981844,9340.02,1.2046783625730992,302.9854368932039,91.0,97.0,74.0,1681.2036,Overstock,0.0
624,32,1,99,2023-08-23,13,Oranges,Groceries,10.44,12,15,2,All-In-One Mart ,Delhi-NCR,84.0,833.1120000000001,289.39680000000004,2.0,0.23013698630136986,0.0,1033.56,0.8484848484848485,430.17857142857144,0.0,1.0,98.0,186.0408,Overstock,0.0
625,18,4,197,2023-06-25,25,Tablet,Electronics,11.63,14,18,5,Everthing and More Store,Chennai,123.0,1473.5116960000003,586.6078960000001,7.0,0.336986301369863,16.102351203650798,2291.11,0.6243654822335025,584.5934959349594,60.0,62.0,135.0,412.3998,Overstock,0.0
626,87,4,152,2023-05-27,30,Frozen Vegetables,Groceries,33.36,18,10,7,Everthing and More Store,Chennai,70.0,2277.006816,829.1828160000002,3.0,0.1917808219178082,5.507570547286102,5070.72,0.4605263157894736,792.5714285714287,25.0,27.0,125.0,912.7296,Overstock,0.0
627,45,4,171,2023-09-03,42,Pants,Clothing,73.32,16,8,3,Everthing and More Store,Chennai,51.0,3776.85984,1458.48144,3.0,0.13972602739726028,8.888194417315589,12537.72,0.2982456140350877,1223.8235294117646,26.0,27.0,144.0,2256.7895999999996,Overstock,0.0
628,78,2,196,2023-01-08,20,Fitness Tracker,Electronics,80.46,6,17,8,Ultimate Retail Hub,Pune,155.0,12661.9902,4929.7842,5.0,0.4246575342465753,12.98075498574717,15770.159999999998,0.7908163265306123,461.5483870967742,61.0,65.0,131.0,2838.6287999999995,Overstock,0.0
629,44,1,156,2023-06-12,43,Monitor,Electronics,20.22,11,17,5,All-In-One Mart ,Delhi-NCR,74.0,1567.4544,639.7608000000002,2.0,0.20273972602739726,18.384776310850235,3154.3199999999997,0.4743589743589744,769.4594594594595,68.0,70.0,86.0,567.7775999999999,Overstock,0.0
630,83,2,35,2023-07-03,36,External Hard Drive,Electronics,22.16,20,10,1,Ultimate Retail Hub,Pune,114.0,2518.2624000000005,951.9936000000001,4.0,0.31232876712328766,12.503332889007368,775.6,3.2571428571428576,112.06140350877193,21.0,22.0,13.0,139.608,Healthy,0.0
631,28,3,111,2023-04-02,10,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,129.0,7210.9324,2842.4248000000007,4.0,0.35342465753424657,17.55704986607944,6062.82,1.162162162162162,314.06976744186045,92.0,96.0,15.0,1091.3075999999999,Overstock,0.0
632,84,2,108,2023-06-13,14,Snacks,Groceries,47.49,11,8,1,Ultimate Retail Hub,Pune,187.0,9047.072952,3541.082352000001,5.0,0.5123287671232877,14.774978849392646,5128.92,1.7314814814814816,210.80213903743316,25.0,26.0,82.0,923.2056,Overstock,0.0
633,50,4,8,2023-05-10,21,Projector,Electronics,37.32,19,11,2,Everthing and More Store,Chennai,45.0,1565.2008,523.9728,2.0,0.1232876712328767,6.363961030678928,298.56,5.625,64.88888888888889,15.0,16.0,-8.0,53.7408,Restock risk,11.0
634,21,4,174,2023-07-06,38,Eggs,Groceries,82.37,6,11,1,Everthing and More Store,Chennai,99.0,7741.9563,2686.0857000000005,4.0,0.27123287671232876,17.95132307101624,14332.380000000001,0.5689655172413792,641.5151515151515,30.0,31.0,143.0,2579.8284,Overstock,0.0
635,11,3,175,2023-02-15,11,Cheese,Groceries,59.94,6,5,2,One-Stop Shop,Bengaluru,228.0,13756.230000000001,5283.111600000001,7.0,0.6246575342465753,6.579187965525403,10489.5,1.302857142857143,280.1535087719298,16.0,18.0,157.0,1888.11,Overstock,0.0
636,52,1,41,2023-11-28,25,Keyboard,Electronics,34.53,19,11,7,All-In-One Mart ,Delhi-NCR,62.0,2148.8019000000004,821.4687000000001,3.0,0.16986301369863013,15.50268793897798,1415.73,1.5121951219512195,241.3709677419355,68.0,70.0,-29.0,254.8314,Restock risk,33.0
637,65,4,175,2023-03-19,34,Coffee,Groceries,42.41,5,15,10,Everthing and More Store,Chennai,149.0,6615.1118,2697.2760000000007,7.0,0.40821917808219177,12.270755012281379,7421.749999999999,0.8514285714285714,428.69127516778525,65.0,70.0,105.0,1335.9149999999997,Overstock,0.0
638,84,4,108,2023-01-16,8,Snacks,Groceries,47.49,11,8,1,Everthing and More Store,Chennai,172.0,8292.152916000001,3227.819316000001,7.0,0.4712328767123288,15.735915849388864,5128.92,1.5925925925925928,229.1860465116279,26.0,27.0,81.0,923.2056,Overstock,0.0
639,34,1,154,2023-05-14,33,Bananas,Groceries,16.67,17,13,4,All-In-One Mart ,Delhi-NCR,162.0,2752.5637360000005,1078.228936,7.0,0.4438356164383562,13.752921767495701,2567.1800000000003,1.051948051948052,346.9753086419753,46.0,48.0,106.0,462.09240000000005,Overstock,0.0
